timestamp,velocidad,carga,vida_util,humedad,corriente,vibracion,defectos,produccion,energia
2026-06-06 10:01:50,1449.06,97.57,94.85,51.43,25.54,1.83,2,537,23.78
2026-06-06 10:02:50,962.91,75.21,40.12,57.42,18.94,6.25,5,318,16.9
2026-06-06 10:03:50,1152.45,88.59,59.77,55.31,22.87,3.89,3,404,20.51
2026-06-06 10:04:50,1706.81,59.79,92.01,33.71,18.94,1.49,1,554,15.95
2026-06-06 10:05:50,1018.68,49.6,45.14,57.79,15.43,5.22,5,312,12.78
2026-06-06 10:06:50,1145.14,64.32,39.63,60.95,17.38,6.19,6,342,16.32
2026-06-06 10:07:50,1127.9,47.99,37.6,63.56,15.34,6.1,6,326,12.84
2026-06-06 10:08:50,1156.85,59.02,61.62,60.68,17.12,4.09,4,352,15.96
2026-06-06 10:09:50,1739.58,39.19,65.79,44.69,15.33,4.16,3,520,12.82
2026-06-06 10:10:50,1255.12,70.6,25.96,59.95,20.02,7.2,6,395,17.99
2026-06-06 10:11:50,1637.04,57.88,41.71,34.74,19.48,5.77,4,481,16.68
2026-06-06 10:12:50,1496.33,60.74,36.87,34.06,18.12,5.96,5,463,15.12
2026-06-06 10:13:50,977.98,43.14,81.24,45.9,13.86,2.97,2,309,12.35
2026-06-06 10:14:50,1193.43,73.84,81.33,54.59,19.76,2.8,3,401,17.54
2026-06-06 10:15:50,901.78,59.2,25.52,65.36,16.44,6.88,6,253,14.62
2026-06-06 10:16:50,1145.52,57.24,46.25,50.73,17.35,5.49,5,347,15.62
2026-06-06 10:17:50,1355.26,50.94,37.2,63.21,16.36,6.11,5,379,13.1
2026-06-06 10:18:50,1763.2,97.9,26.79,41.34,27.14,6.55,6,586,24.66
2026-06-06 10:19:50,1163.07,61.52,38.54,35.09,16.74,5.93,6,338,15.92
2026-06-06 10:20:50,1341.74,86.49,93.79,35.05,22.37,1.45,2,478,20.62
2026-06-06 10:21:50,1264.48,69.48,60.0,52.92,19.06,3.7,3,415,17.37
2026-06-06 10:22:50,953.76,45.2,97.69,67.62,13.07,1.12,2,317,10.68
2026-06-06 10:23:50,1173.61,78.07,99.75,66.37,21.1,1.12,1,433,18.07
2026-06-06 10:24:50,1627.96,37.24,40.7,41.68,14.98,6.02,5,452,11.18
2026-06-06 10:25:50,1385.31,65.58,71.41,36.84,19.46,3.48,2,471,17.23
2026-06-06 10:26:50,1252.39,46.84,76.0,35.25,16.01,3.04,3,397,13.7
2026-06-06 10:27:50,1162.94,82.15,26.02,49.21,20.46,7.41,7,381,19.27
2026-06-06 10:28:50,1591.45,35.12,21.8,49.16,13.81,7.72,8,415,10.26
2026-06-06 10:29:50,1491.38,90.05,23.82,35.48,24.55,7.06,7,469,21.94
2026-06-06 10:30:50,1646.59,37.87,78.98,53.55,15.86,2.99,3,476,11.71
2026-06-06 10:31:50,1708.85,40.29,99.44,44.74,15.96,0.9,0,538,12.42
2026-06-06 10:32:50,1612.4,43.32,61.78,47.34,16.9,3.74,3,463,14.56
2026-06-06 10:33:50,1392.06,79.22,87.5,59.96,22.26,1.71,2,478,20.13
2026-06-06 10:34:50,1764.82,60.2,77.72,69.83,19.18,2.85,2,577,16.43
2026-06-06 10:35:50,1198.49,74.3,41.78,57.22,20.5,6.11,5,385,18.24
2026-06-06 10:36:50,910.85,41.29,25.37,57.37,13.4,6.61,6,253,11.71
2026-06-06 10:37:50,1211.12,82.53,54.77,31.21,21.29,4.81,4,417,19.67
2026-06-06 10:38:50,933.27,46.39,96.95,30.91,14.91,1.44,2,311,12.94
2026-06-06 10:39:50,940.07,34.89,40.18,63.56,11.26,6.27,5,243,8.63
2026-06-06 10:40:50,925.82,54.41,70.38,54.21,14.82,3.09,2,311,13.03
2026-06-06 10:41:50,1563.3,40.05,92.35,34.74,15.95,1.62,2,459,12.98
2026-06-06 10:42:50,1088.84,44.05,56.2,61.36,13.3,4.55,4,316,11.72
2026-06-06 10:43:50,1041.51,96.83,68.01,61.44,24.53,3.48,4,388,21.7
2026-06-06 10:44:50,1540.5,75.34,82.97,47.83,21.65,2.33,2,516,18.54
2026-06-06 10:45:50,1233.32,65.25,37.61,44.75,18.36,6.05,5,382,16.39
2026-06-06 10:46:50,1758.47,80.21,95.05,55.11,23.99,1.26,1,608,21.62
2026-06-06 10:47:50,1767.41,76.84,91.51,40.04,22.96,1.99,2,599,20.01
2026-06-06 10:48:50,1411.53,40.79,71.27,55.14,14.18,3.43,3,435,11.65
2026-06-06 10:49:50,1766.65,43.19,38.19,33.52,16.56,6.15,5,519,14.17
2026-06-06 10:50:50,1512.73,69.89,76.8,36.21,20.33,2.42,3,483,17.95
2026-06-06 10:51:50,1212.65,58.26,85.15,56.92,17.72,2.58,4,388,15.02
2026-06-06 10:52:50,1778.82,93.72,62.23,54.41,26.49,4.17,4,585,24.04
2026-06-06 10:53:50,1166.92,75.23,92.09,34.34,19.41,2.0,3,404,18.07
2026-06-06 10:54:50,1794.97,69.47,52.36,55.27,21.59,4.82,5,541,19.28
2026-06-06 10:55:50,1343.45,91.87,27.65,39.58,24.33,6.36,6,463,21.28
2026-06-06 10:56:50,1291.06,69.53,30.67,54.39,19.88,6.21,5,419,17.61
2026-06-06 10:57:50,1353.1,57.62,91.26,35.77,18.35,2.0,2,458,16.48
2026-06-06 10:58:50,943.71,52.74,21.56,59.13,15.59,7.7,6,267,13.83
2026-06-06 10:59:50,1555.47,50.76,44.33,69.31,17.35,5.75,4,443,14.69
2026-06-06 11:00:50,1072.3,83.57,98.66,53.91,21.47,1.24,1,402,20.28
2026-06-06 11:01:50,1140.36,88.58,78.1,47.8,21.81,2.82,3,435,20.97
2026-06-06 11:02:50,1410.65,62.14,70.61,34.01,18.88,2.88,2,445,15.94
2026-06-06 11:03:50,1517.01,58.31,30.91,45.33,19.36,6.26,5,456,15.32
2026-06-06 11:04:50,1329.28,60.62,25.6,67.78,17.44,6.74,5,395,15.63
2026-06-06 11:05:50,1134.87,52.85,78.71,48.37,15.95,2.49,2,364,14.07
2026-06-06 11:06:50,1666.91,47.67,86.36,58.59,17.74,1.79,2,513,14.93
2026-06-06 11:07:50,1233.65,81.77,72.46,68.56,22.56,3.5,4,419,20.44
2026-06-06 11:08:50,1394.11,65.87,56.04,51.55,19.19,4.02,3,458,16.25
2026-06-06 11:09:50,1122.53,41.72,64.22,64.72,14.38,4.07,3,321,12.22
2026-06-06 11:10:50,1043.48,63.2,87.25,34.46,18.18,2.37,3,349,16.37
2026-06-06 11:11:50,1039.95,32.94,61.75,37.25,12.95,4.32,3,306,10.38
2026-06-06 11:12:50,1125.18,35.73,28.45,46.92,13.1,6.42,5,298,10.61
2026-06-06 11:13:50,1516.7,95.49,42.75,31.4,24.92,5.14,4,532,21.62
2026-06-06 11:14:50,1597.05,44.61,79.08,60.76,17.29,2.65,2,471,13.03
2026-06-06 11:15:50,1255.64,52.88,35.86,34.12,15.68,6.36,7,348,13.25
2026-06-06 11:16:50,1739.08,96.5,73.88,66.24,26.53,2.96,3,612,23.96
2026-06-06 11:17:50,1062.62,77.0,33.46,58.01,19.96,5.98,6,348,17.59
2026-06-06 11:18:50,1077.87,63.39,34.52,53.72,17.34,6.24,5,330,14.74
2026-06-06 11:19:50,1402.12,62.21,80.27,37.45,19.15,2.11,2,448,15.5
2026-06-06 11:20:50,1130.8,41.97,69.62,39.69,13.45,3.05,3,351,11.82
2026-06-06 11:21:50,947.49,84.06,89.69,34.28,20.09,1.88,1,360,18.96
2026-06-06 11:22:50,1232.14,35.29,88.65,57.92,13.16,2.32,3,364,11.47
2026-06-06 11:23:50,1711.92,35.25,46.27,48.87,14.82,4.88,5,469,10.89
2026-06-06 11:24:50,1143.23,36.23,83.14,44.43,13.98,2.14,2,347,11.41
2026-06-06 11:25:50,1115.77,52.33,28.2,48.04,14.93,6.41,6,326,13.16
2026-06-06 11:26:50,1009.55,81.75,66.87,39.42,20.32,4.05,4,365,18.46
2026-06-06 11:27:50,1147.95,90.9,30.15,48.33,23.51,6.59,5,414,21.57
2026-06-06 11:28:50,1027.24,37.48,96.63,62.29,13.36,1.28,2,332,10.21
2026-06-06 11:29:50,1697.83,59.42,91.51,63.82,18.99,2.02,2,547,15.29
2026-06-06 11:30:50,1043.35,71.12,44.85,46.25,19.65,5.71,6,348,17.95
2026-06-06 11:31:50,960.18,82.24,28.65,37.39,19.82,6.31,6,319,19.08
2026-06-06 11:32:50,969.14,53.89,77.79,34.83,15.83,2.57,2,320,13.33
2026-06-06 11:33:50,1225.92,31.19,43.83,43.84,12.67,5.07,5,329,10.0
2026-06-06 11:34:50,1650.1,88.0,47.89,41.6,25.44,5.16,6,525,23.29
2026-06-06 11:35:50,1507.86,85.96,63.54,33.79,24.35,4.06,5,498,21.26
2026-06-06 11:36:50,1116.93,64.52,94.96,39.0,17.62,1.71,2,378,14.75
2026-06-06 11:37:50,1056.34,53.47,86.34,47.05,15.15,2.57,3,327,13.47
2026-06-06 11:38:50,1452.59,35.15,76.72,57.26,14.46,3.03,2,427,12.18
2026-06-06 11:39:50,1415.8,54.25,72.21,64.42,18.34,2.83,3,438,15.14
2026-06-06 11:40:50,1208.83,80.94,37.36,57.01,20.44,6.44,5,418,18.56
2026-06-06 11:41:50,1791.46,39.21,80.58,40.43,16.42,2.61,2,523,13.82
2026-06-06 11:42:50,1065.9,77.68,58.03,48.02,20.92,4.0,4,361,18.14
2026-06-06 11:43:50,1251.54,39.4,82.81,41.45,13.39,1.98,2,405,10.54
2026-06-06 11:44:50,1528.99,87.91,51.72,36.76,23.02,5.01,4,528,21.25
2026-06-06 11:45:50,1300.39,82.64,47.11,33.25,21.89,4.95,4,424,19.44
2026-06-06 11:46:50,1727.35,77.98,47.55,67.93,22.07,5.3,5,538,19.17
2026-06-06 11:47:50,1648.64,97.37,84.68,43.7,25.2,2.64,2,596,23.17
2026-06-06 11:48:50,989.6,60.1,69.45,34.14,16.96,3.12,4,309,15.12
2026-06-06 11:49:50,1071.27,76.16,29.98,62.5,20.36,6.48,5,338,18.78
2026-06-06 11:50:50,903.48,32.06,39.13,55.93,10.59,5.83,5,227,9.14
2026-06-06 11:51:50,1337.46,38.16,20.63,35.41,15.05,6.99,6,356,11.97
2026-06-06 11:52:50,1397.0,88.38,26.79,40.19,22.67,7.1,7,451,20.86
2026-06-06 11:53:50,1737.11,53.43,51.41,69.35,17.77,4.64,5,515,15.68
2026-06-06 11:54:50,1303.7,98.88,59.69,47.65,24.8,4.69,4,463,23.7
2026-06-06 11:55:50,1664.07,84.43,79.1,48.41,24.34,2.34,3,558,22.33
2026-06-06 11:56:50,1458.91,85.94,67.39,45.51,24.12,3.8,3,511,22.27
2026-06-06 11:57:50,1016.22,72.32,55.56,62.93,19.45,4.19,3,362,17.22
2026-06-06 11:58:50,1380.33,81.36,58.06,45.67,22.49,4.07,4,469,20.21
2026-06-06 11:59:50,1280.74,33.82,85.82,48.53,13.15,2.12,2,381,10.34
2026-06-06 12:00:50,1068.77,36.39,28.44,40.7,13.04,6.58,7,272,10.86
2026-06-06 12:01:50,1509.23,55.36,49.62,63.95,18.32,4.8,4,459,14.99
2026-06-06 12:02:50,1365.74,42.77,26.34,49.31,16.1,6.43,6,364,13.76
2026-06-06 12:03:50,1483.11,46.85,63.27,61.84,16.6,3.59,3,440,14.05
2026-06-06 12:04:50,1488.03,73.23,67.88,46.0,21.51,3.92,3,477,17.93
2026-06-06 12:05:50,1657.37,44.18,63.51,44.4,16.77,3.93,4,488,14.45
2026-06-06 12:06:50,1093.2,91.36,27.27,47.77,23.56,6.54,6,367,20.65
2026-06-06 12:07:50,1190.18,86.59,92.39,51.09,21.52,1.54,1,457,18.92
2026-06-06 12:08:50,1130.6,46.51,45.71,35.04,15.39,5.69,6,326,12.26
2026-06-06 12:09:50,1621.71,89.67,93.57,69.09,24.32,1.12,0,580,21.13
2026-06-06 12:10:50,1749.51,81.88,89.41,68.23,23.28,2.3,2,584,21.24
2026-06-06 12:11:50,1071.5,75.42,96.26,58.93,20.47,1.4,1,408,18.81
2026-06-06 12:12:50,1203.15,86.5,21.89,61.68,21.89,7.34,6,409,20.33
2026-06-06 12:13:50,1293.48,45.36,54.38,49.59,15.07,4.72,5,386,12.1
2026-06-06 12:14:50,1234.58,60.02,69.77,39.25,17.58,2.93,4,406,15.85
2026-06-06 12:15:50,1405.03,89.13,56.32,38.33,23.23,4.37,4,501,20.72
2026-06-06 12:16:50,1330.15,52.06,56.24,59.52,16.71,4.78,5,397,13.26
2026-06-06 12:17:50,1534.68,73.47,26.61,50.38,21.37,6.95,5,486,18.46
2026-06-06 12:18:50,1453.43,48.52,76.29,38.9,16.55,2.74,4,439,13.83
2026-06-06 12:19:50,1654.42,49.46,35.86,30.78,17.68,6.42,7,454,15.42
2026-06-06 12:20:50,1270.98,32.28,76.51,68.83,12.15,3.03,2,395,10.47
2026-06-06 12:21:50,1034.76,62.88,58.73,58.15,17.91,4.77,4,332,14.83
2026-06-06 12:22:50,1209.84,64.49,90.25,44.28,18.8,1.64,1,428,17.25
2026-06-06 12:23:50,1142.77,62.28,58.83,58.35,18.61,4.03,3,366,16.21
2026-06-06 12:24:50,1700.82,74.87,56.45,42.99,22.72,4.92,5,545,18.66
2026-06-06 12:25:50,998.17,98.93,30.18,43.96,24.63,6.45,5,351,22.02
2026-06-06 12:26:50,946.19,37.94,88.12,68.03,13.04,1.51,1,322,10.88
2026-06-06 12:27:50,1224.9,63.82,80.04,40.9,18.08,2.65,3,416,15.94
2026-06-06 12:28:50,1085.65,50.94,83.57,66.43,15.9,2.0,3,348,12.98
2026-06-06 12:29:50,1688.44,47.89,89.26,55.21,17.47,2.14,1,530,14.02
2026-06-06 12:30:50,1477.1,68.43,52.53,68.67,19.7,4.37,5,476,16.37
2026-06-06 12:31:50,1552.22,45.35,73.53,45.24,15.8,2.62,3,474,13.96
2026-06-06 12:32:50,974.12,96.8,44.5,46.55,24.21,5.11,5,381,22.35
2026-06-06 12:33:50,1375.71,73.92,81.74,52.23,20.02,2.21,2,480,17.87
2026-06-06 12:34:50,1206.98,84.13,88.62,36.28,21.66,1.43,1,464,19.19
2026-06-06 12:35:50,1666.62,75.84,43.59,49.83,22.74,5.89,6,516,19.89
2026-06-06 12:36:50,1500.73,91.64,28.7,69.66,23.6,7.2,6,478,20.64
2026-06-06 12:37:50,1562.83,86.16,42.16,68.81,23.08,5.66,4,508,20.49
2026-06-06 12:38:50,1162.66,83.34,99.87,43.4,21.57,1.03,1,444,19.61
2026-06-06 12:39:50,1698.96,67.63,81.62,60.09,21.77,2.58,2,564,18.48
2026-06-06 12:40:50,1223.74,43.01,74.12,38.71,13.68,3.36,2,390,11.84
2026-06-06 12:41:50,1495.3,36.75,26.34,56.74,14.54,6.63,5,399,11.33
2026-06-06 12:42:50,1766.42,50.9,89.25,31.0,17.38,2.15,2,548,14.01
2026-06-06 12:43:50,1304.7,97.08,69.5,31.39,24.66,3.75,4,482,23.2
2026-06-06 12:44:50,1670.64,69.71,92.76,46.02,21.52,1.31,3,533,18.15
2026-06-06 12:45:50,1450.66,43.91,74.86,42.14,15.92,3.27,3,452,12.7
2026-06-06 12:46:50,1368.22,93.97,27.32,37.93,25.22,7.2,6,465,22.05
2026-06-06 12:47:50,1718.64,38.72,98.76,59.85,16.78,1.1,0,528,12.4
2026-06-06 12:48:50,1569.2,77.96,68.38,50.75,22.02,3.93,3,502,19.54
2026-06-06 12:49:50,1231.87,87.35,81.88,58.6,23.61,2.81,4,453,22.12
2026-06-06 12:50:50,1046.86,67.31,38.0,65.19,18.92,5.56,6,348,17.26
2026-06-06 12:51:50,1167.06,88.03,56.38,43.42,22.21,4.53,5,388,20.51
2026-06-06 12:52:50,1587.22,74.44,26.15,62.84,22.65,6.91,6,480,20.48
2026-06-06 12:53:50,1136.95,93.3,30.39,35.05,23.64,6.42,5,413,22.33
2026-06-06 12:54:50,1577.46,49.08,58.88,54.88,16.86,3.85,3,491,14.26
2026-06-06 12:55:50,1601.39,96.15,71.59,40.71,25.3,3.37,2,554,22.33
2026-06-06 12:56:50,1070.47,33.88,39.11,62.95,12.36,5.84,6,276,9.72
2026-06-06 12:57:50,1167.23,92.62,26.68,36.12,22.85,6.41,5,425,21.16
2026-06-06 12:58:50,1436.78,72.73,98.06,53.87,20.0,0.75,2,483,17.99
2026-06-06 12:59:50,970.05,38.08,43.49,35.38,11.77,5.44,4,294,9.29
2026-06-06 13:00:50,1429.65,87.47,99.83,68.76,22.74,0.7,1,537,21.49
2026-06-06 13:01:50,1232.56,73.67,22.39,41.53,21.04,6.98,7,361,18.37
2026-06-06 13:02:50,1055.73,82.35,93.23,38.67,21.3,1.86,3,407,19.63
2026-06-06 13:03:50,1203.22,30.78,27.49,47.84,11.36,7.04,6,297,9.72
2026-06-06 13:04:50,1720.13,94.84,41.03,38.02,25.44,5.8,6,560,22.94
2026-06-06 13:05:50,1200.74,47.31,44.2,53.23,15.67,5.27,4,340,12.89
2026-06-06 13:06:50,983.92,74.41,70.02,47.68,19.2,3.33,3,356,17.5
2026-06-06 13:07:50,1762.25,88.96,69.3,57.93,25.44,3.06,3,598,21.66
2026-06-06 13:08:50,1600.12,44.17,23.54,38.91,16.18,7.16,7,453,13.31
2026-06-06 13:09:50,1716.05,44.85,60.46,43.67,17.29,4.12,3,519,13.93
2026-06-06 13:10:50,1359.01,49.98,94.55,40.66,16.17,1.24,2,426,14.29
2026-06-06 13:11:50,1376.58,32.19,80.86,39.42,13.97,2.36,3,394,11.01
2026-06-06 13:12:50,1221.29,85.96,96.98,40.83,22.94,0.84,1,468,20.73
2026-06-06 13:13:50,1075.25,66.08,34.11,39.17,18.85,6.36,5,341,17.26
2026-06-06 13:14:50,1021.58,79.0,70.45,67.8,19.91,2.98,2,383,19.13
2026-06-06 13:15:50,1676.3,43.03,87.15,42.47,16.04,2.44,3,510,12.26
2026-06-06 13:16:50,1319.63,77.33,98.16,41.01,21.32,0.93,2,451,19.08
2026-06-06 13:17:50,1514.65,43.41,50.34,43.91,15.48,5.23,5,414,13.28
2026-06-06 13:18:50,952.07,55.45,48.32,47.96,16.29,5.01,5,295,14.53
2026-06-06 13:19:50,1514.65,58.9,61.03,60.23,18.22,4.19,3,488,15.4
2026-06-06 13:20:50,1317.2,48.96,49.08,49.81,17.02,4.62,4,391,13.91
2026-06-06 13:21:50,1785.84,33.39,28.1,42.89,14.77,6.63,5,508,10.83
2026-06-06 13:22:50,1657.14,40.12,49.87,56.26,15.17,4.83,5,469,12.71
2026-06-06 13:23:50,1472.98,82.05,25.62,32.28,23.37,6.99,6,465,20.38
2026-06-06 13:24:50,1379.36,55.46,89.64,39.12,17.15,1.71,2,448,13.74
2026-06-06 13:25:50,1769.03,54.11,35.62,65.65,18.01,6.53,5,529,15.15
2026-06-06 13:26:50,1002.73,39.79,58.34,40.99,13.74,4.33,5,269,12.25
2026-06-06 13:27:50,1163.63,97.86,50.97,44.8,23.55,4.88,5,430,21.9
2026-06-06 13:28:50,1633.75,81.99,66.91,34.14,23.16,3.16,3,549,21.25
2026-06-06 13:29:50,1198.53,60.04,56.29,41.09,18.35,4.3,5,368,16.81
2026-06-06 13:30:50,1698.16,47.57,66.75,56.79,17.57,3.97,3,520,14.96
2026-06-06 13:31:50,1126.41,94.75,55.46,44.56,24.23,4.15,4,426,21.55
2026-06-06 13:32:50,1545.0,79.51,69.21,48.91,21.57,3.96,4,518,18.38
2026-06-06 13:33:50,1605.59,90.43,53.29,36.73,24.13,5.06,4,555,21.18
2026-06-06 13:34:50,1738.65,40.51,34.52,63.31,17.12,6.07,5,493,12.93
2026-06-06 13:35:50,1389.08,65.19,72.59,30.98,19.56,3.42,3,443,17.13
2026-06-06 13:36:50,995.33,80.29,97.91,56.02,20.82,0.69,1,374,19.15
2026-06-06 13:37:50,1487.64,35.24,29.71,43.43,15.01,6.35,6,403,12.37
2026-06-06 13:38:50,1278.53,44.63,89.59,48.12,15.11,1.83,1,393,12.98
2026-06-06 13:39:50,1352.98,69.83,33.12,56.17,20.5,6.25,6,423,17.64
2026-06-06 13:40:50,1375.0,84.68,30.18,61.76,22.42,6.59,5,435,20.99
2026-06-06 13:41:50,1270.57,64.58,20.47,33.44,18.94,7.67,6,380,16.78
2026-06-06 13:42:50,1038.23,93.65,75.94,46.25,23.56,2.83,3,405,21.42
2026-06-06 13:43:50,1551.41,69.04,40.53,46.65,21.54,5.54,5,490,18.91
2026-06-06 13:44:50,1390.22,67.39,33.85,36.13,19.24,6.06,5,414,17.35
2026-06-06 13:45:50,1680.73,59.0,50.46,40.14,18.89,5.33,4,511,16.44
2026-06-06 13:46:50,1547.15,38.97,29.62,47.93,15.06,7.04,6,424,11.28
2026-06-06 13:47:50,1289.7,52.65,62.5,58.68,15.78,3.74,3,397,12.93
2026-06-06 13:48:50,1422.72,47.36,87.03,35.28,15.74,2.27,2,433,13.19
2026-06-06 13:49:50,1342.19,74.53,96.42,66.27,21.45,1.25,2,450,19.38
2026-06-06 13:50:50,1196.99,85.87,63.79,36.78,22.92,4.17,5,416,20.29
2026-06-06 13:51:50,1348.8,63.04,98.14,31.37,18.35,0.96,2,450,15.27
2026-06-06 13:52:50,1243.5,78.7,54.5,37.93,21.95,4.91,4,400,20.4
2026-06-06 13:53:50,1719.47,96.66,62.98,58.5,26.97,4.43,3,585,23.15
2026-06-06 13:54:50,1640.64,39.82,79.2,36.68,16.66,2.31,2,496,13.96
2026-06-06 13:55:50,947.67,78.18,66.07,53.77,19.2,3.22,4,324,18.34
2026-06-06 13:56:50,1481.26,58.81,81.86,58.79,18.15,1.99,3,476,15.47
2026-06-06 13:57:50,1785.92,85.29,87.73,69.94,24.57,1.74,1,618,22.19
2026-06-06 13:58:50,1524.93,62.42,25.67,32.25,20.22,7.14,7,461,16.16
2026-06-06 13:59:50,1113.83,59.9,90.9,33.07,17.83,1.31,1,374,16.21
2026-06-06 14:00:50,1216.56,68.37,73.51,37.84,18.48,3.43,3,398,15.63
2026-06-06 14:01:50,1283.42,54.93,57.83,42.03,16.46,4.27,4,403,13.81
2026-06-06 14:02:50,1393.49,72.29,26.73,39.48,20.76,6.85,6,443,19.06
2026-06-06 14:03:50,941.3,68.77,49.31,55.43,18.09,5.39,4,310,17.2
2026-06-06 14:04:50,977.71,86.9,95.42,49.95,21.28,0.99,1,389,20.34
2026-06-06 14:05:50,1005.22,30.03,68.86,45.74,12.28,3.06,3,307,8.8
2026-06-06 14:06:50,1253.78,45.06,87.34,62.33,14.62,2.26,2,394,12.26
2026-06-06 14:07:50,1542.18,55.18,44.23,64.42,17.76,5.91,5,439,15.55
2026-06-06 14:08:50,1275.36,95.19,20.88,45.74,24.13,7.02,5,447,21.74
2026-06-06 14:09:50,1322.86,77.85,29.75,49.86,20.91,6.77,6,409,18.45
2026-06-06 14:10:50,1260.19,38.29,49.8,51.71,13.87,4.59,3,384,10.69
2026-06-06 14:11:50,1396.05,33.62,80.15,40.45,12.67,2.19,2,418,9.45
2026-06-06 14:12:50,1046.53,42.61,29.52,39.88,13.22,6.19,5,310,11.87
2026-06-06 14:13:50,1798.64,64.46,31.0,33.36,21.46,6.85,6,539,17.17
2026-06-06 14:14:50,1667.25,47.16,31.09,39.94,16.89,6.91,5,481,14.74
2026-06-06 14:15:50,1147.09,33.72,92.07,62.33,12.92,1.76,2,369,10.02
2026-06-06 14:16:50,1763.23,55.5,53.35,50.38,18.39,4.42,3,543,14.53
2026-06-06 14:17:50,928.1,33.01,77.46,42.77,12.28,2.65,2,287,9.22
2026-06-06 14:18:50,1454.68,76.23,33.96,36.05,22.5,6.2,5,447,20.5
2026-06-06 14:19:50,1486.68,39.14,75.51,66.48,14.19,2.48,3,463,12.13
2026-06-06 14:20:50,1521.35,51.98,20.97,47.48,16.59,7.29,6,420,14.53
2026-06-06 14:21:50,1076.7,87.08,53.42,40.58,21.55,5.22,4,402,18.98
2026-06-06 14:22:50,1341.22,92.55,47.34,67.66,24.02,5.44,4,460,22.81
2026-06-06 14:23:50,1488.13,86.87,67.55,41.71,23.92,3.67,4,513,20.92
2026-06-06 14:24:50,1070.88,81.08,77.65,68.4,20.19,2.31,2,395,19.55
2026-06-06 14:25:50,906.23,41.79,81.89,56.51,12.71,2.64,3,281,10.78
2026-06-06 14:26:50,1009.78,55.84,97.38,49.5,16.65,1.28,2,331,14.45
2026-06-06 14:27:50,1245.63,74.98,60.44,61.28,20.94,4.03,3,444,17.8
2026-06-06 14:28:50,1193.82,96.9,57.41,66.04,23.35,4.77,4,437,22.47
2026-06-06 14:29:50,1183.03,53.41,83.63,48.97,16.03,2.7,2,395,12.9
2026-06-06 14:30:50,1608.28,96.48,61.45,52.06,26.15,4.33,3,546,24.3
2026-06-06 14:31:50,1699.55,93.48,93.9,35.16,25.95,1.66,2,575,23.2
2026-06-06 14:32:50,1682.86,74.97,70.49,34.46,22.37,3.11,4,550,18.95
2026-06-06 14:33:50,1106.92,70.91,45.97,44.68,18.62,5.58,5,363,16.8
2026-06-06 14:34:50,1589.23,63.45,57.88,55.47,19.21,4.81,3,506,17.36
2026-06-06 14:35:50,1738.12,77.63,28.92,61.65,23.74,6.67,6,522,21.27
2026-06-06 14:36:50,1560.01,52.53,93.15,47.65,16.74,1.24,1,522,14.82
2026-06-06 14:37:50,969.89,80.26,80.58,64.1,19.44,2.3,2,371,17.24
2026-06-06 14:38:50,1742.36,83.5,74.61,30.55,24.61,2.95,2,579,21.33
2026-06-06 14:39:50,1691.72,51.53,76.78,32.49,17.81,3.17,3,514,14.67
2026-06-06 14:40:50,923.49,72.39,68.04,52.48,19.26,3.74,4,310,16.53
2026-06-06 14:41:50,1610.95,80.07,35.14,52.35,22.67,5.7,6,505,19.69
2026-06-06 14:42:50,1713.58,78.74,71.74,58.62,22.17,3.22,3,549,19.27
2026-06-06 14:43:50,1457.85,86.38,44.4,36.8,23.51,5.65,5,489,21.98
2026-06-06 14:44:50,943.55,97.83,85.79,44.71,22.67,2.2,1,386,22.03
2026-06-06 14:45:50,1773.09,80.76,48.13,69.3,23.11,5.22,5,546,19.61
2026-06-06 14:46:50,1395.27,98.87,55.5,36.12,24.53,4.89,5,479,23.53
2026-06-06 14:47:50,1546.11,36.43,36.69,43.36,15.22,5.58,4,450,11.32
2026-06-06 14:48:50,1037.04,91.07,26.45,46.83,23.46,7.21,7,366,20.97
2026-06-06 14:49:50,1111.76,96.3,43.3,49.01,23.61,5.16,5,409,21.9
2026-06-06 14:50:50,1285.36,63.2,61.83,49.98,18.68,4.34,4,409,16.91
2026-06-06 14:51:50,1623.29,40.37,75.76,61.97,16.4,3.09,3,497,13.84
2026-06-06 14:52:50,1768.21,97.81,22.19,53.18,25.68,7.05,6,583,23.92
2026-06-06 14:53:50,1544.35,65.87,36.13,52.18,20.56,5.62,6,476,18.54
2026-06-06 14:54:50,1401.97,38.3,78.46,65.46,13.84,2.99,3,430,11.64
2026-06-06 14:55:50,1770.44,51.87,51.94,52.73,17.51,4.93,4,509,14.54
2026-06-06 14:56:50,1256.72,51.25,45.46,60.54,15.3,5.38,5,387,12.51
2026-06-06 14:57:50,1168.88,36.19,42.94,38.23,14.12,5.82,5,337,11.78
2026-06-06 14:58:50,1225.11,49.85,41.01,38.25,16.35,5.72,5,369,13.84
2026-06-06 14:59:50,1636.26,65.82,70.64,51.56,20.77,3.15,4,505,17.39
2026-06-06 15:00:50,934.0,31.03,58.07,36.59,11.47,4.34,5,258,8.42
2026-06-06 15:01:50,1173.57,83.33,86.95,32.69,22.58,1.64,1,449,19.65
2026-06-06 15:02:50,1353.78,71.79,40.58,40.91,19.65,5.8,5,423,16.58
2026-06-06 15:03:50,1292.66,49.49,69.08,34.57,16.67,3.71,3,417,14.64
2026-06-06 15:04:50,1429.43,91.35,56.46,67.91,24.64,4.24,4,508,23.03
